,Symbol,Sector
509,PRTA,Health Care
510,PMD,Health Care
511,ZYNE,Health Care
512,AGLE,Health Care
513,QTRX,Health Care
514,VYNE,Health Care
515,ILMN,Health Care
516,LXRX,Health Care
517,HALO,Health Care
518,HZNP,Health Care
519,MTBCP,Health Care
520,CELC,Health Care
521,SAGE,Health Care
522,FOLD,Health Care
523,BLCM,Health Care
524,COCP,Health Care
525,AKTX,Health Care
526,SYNH,Health Care
527,SNOA,Health Care
528,ZYXI,Health Care
529,NRC,Health Care
530,SPRO,Health Care
531,NMRD,Health Care
532,ABEO,Health Care
533,EKSO,Health Care
534,ARAY,Health Care
535,ARNA,Health Care
536,FLGT,Health Care
537,DCTH,Health Care
538,IMGN,Health Care
539,EDAP,Health Care
540,MRTX,Health Care
541,OFIX,Health Care
542,VRDN,Health Care
543,CRBP,Health Care
544,GNCA,Health Care
545,OTLK,Health Care
546,MBIO,Health Care
547,ACAD,Health Care
548,VERO,Health Care
549,MGNX,Health Care
550,IART,Health Care
551,ABIO,Health Care
552,AKBA,Health Care
553,CTMX,Health Care
554,IMRN,Health Care
